TX_ID,SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,TX_TYPE,TX_AMOUNT,TIMESTAMP,IS_FRAUD,ALERT_ID
39,16,74,TRANSFER,38.19,0,False,-1
40,73,44,TRANSFER,15.06,0,False,-1
41,73,22,TRANSFER,15.06,0,False,-1
42,73,55,TRANSFER,15.06,0,False,-1
43,73,49,TRANSFER,15.06,0,False,-1
44,73,91,TRANSFER,15.06,0,False,-1
45,73,70,TRANSFER,15.06,0,False,-1
46,73,60,TRANSFER,15.06,0,False,-1
47,73,50,TRANSFER,15.06,0,False,-1
48,73,62,TRANSFER,15.06,0,False,-1
49,73,96,TRANSFER,15.06,0,False,-1
50,73,85,TRANSFER,15.06,0,False,-1
51,73,44,TRANSFER,15.06,1,False,-1
52,73,22,TRANSFER,15.06,1,False,-1
53,73,55,TRANSFER,15.06,1,False,-1
54,73,49,TRANSFER,15.06,1,False,-1
55,73,91,TRANSFER,15.06,1,False,-1
56,73,70,TRANSFER,15.06,1,False,-1
57,73,60,TRANSFER,15.06,1,False,-1
58,73,50,TRANSFER,15.06,1,False,-1
59,73,62,TRANSFER,15.06,1,False,-1
60,73,96,TRANSFER,15.06,1,False,-1
61,73,85,TRANSFER,15.06,1,False,-1
62,1,48,TRANSFER,58.6,1,False,-1
63,1,50,TRANSFER,58.6,1,False,-1
64,1,61,TRANSFER,58.6,1,False,-1
65,66,77,TRANSFER,15.96,1,False,-1
66,66,55,TRANSFER,15.96,1,False,-1
67,66,6,TRANSFER,15.96,1,False,-1
68,66,28,TRANSFER,15.96,1,False,-1
69,66,8,TRANSFER,15.96,1,False,-1
70,66,92,TRANSFER,15.96,1,False,-1
71,66,71,TRANSFER,15.96,1,False,-1
72,66,61,TRANSFER,15.96,1,False,-1
73,66,41,TRANSFER,15.96,1,False,-1
74,66,21,TRANSFER,15.96,1,False,-1
75,9,12,TRANSFER,31.66,1,False,-1
76,9,36,TRANSFER,31.66,1,False,-1
77,9,4,TRANSFER,31.66,1,False,-1
78,9,9,TRANSFER,31.66,1,False,-1
79,9,85,TRANSFER,31.66,1,False,-1
80,28,46,TRANSFER,63.76,2,False,-1
81,28,80,TRANSFER,63.76,2,False,-1
82,28,91,TRANSFER,63.76,2,False,-1
83,28,61,TRANSFER,63.76,2,False,-1
84,28,95,TRANSFER,63.76,2,False,-1
85,28,32,TRANSFER,63.76,2,False,-1
86,21,0,TRANSFER,69.19,2,False,-1
87,21,27,TRANSFER,69.19,2,False,-1
88,21,81,TRANSFER,69.19,2,False,-1
89,21,95,TRANSFER,69.19,2,False,-1
90,21,97,TRANSFER,69.19,2,False,-1
91,68,88,TRANSFER,15.75,2,False,-1
92,68,56,TRANSFER,15.75,2,False,-1
93,68,46,TRANSFER,15.75,2,False,-1
94,68,5,TRANSFER,15.75,2,False,-1
95,68,38,TRANSFER,15.75,2,False,-1
96,68,91,TRANSFER,15.75,2,False,-1
97,68,60,TRANSFER,15.75,2,False,-1
98,68,95,TRANSFER,15.75,2,False,-1
99,68,63,TRANSFER,15.75,2,False,-1
100,68,85,TRANSFER,15.75,2,False,-1
101,76,66,TRANSFER,17.57,2,False,-1
102,76,11,TRANSFER,17.57,2,False,-1
103,76,44,TRANSFER,17.57,2,False,-1
104,76,55,TRANSFER,17.57,2,False,-1
105,76,79,TRANSFER,17.57,2,False,-1
106,76,15,TRANSFER,17.57,2,False,-1
107,76,71,TRANSFER,17.57,2,False,-1
108,76,95,TRANSFER,17.57,2,False,-1
109,76,20,TRANSFER,17.57,2,False,-1
110,76,98,TRANSFER,17.57,2,False,-1
111,51,56,TRANSFER,61.19,2,False,-1
112,51,13,TRANSFER,61.19,2,False,-1
113,51,5,TRANSFER,61.19,2,False,-1
114,51,90,TRANSFER,61.19,2,False,-1
115,51,70,TRANSFER,61.19,2,False,-1
116,51,9,TRANSFER,61.19,2,False,-1
117,51,72,TRANSFER,61.19,2,False,-1
118,51,87,TRANSFER,61.19,2,False,-1
119,99,99,TRANSFER,12.38,2,False,-1
120,99,89,TRANSFER,12.38,2,False,-1
121,99,13,TRANSFER,12.38,2,False,-1
122,99,24,TRANSFER,12.38,2,False,-1
123,99,35,TRANSFER,12.38,2,False,-1
124,99,27,TRANSFER,12.38,2,False,-1
125,99,17,TRANSFER,12.38,2,False,-1
126,99,28,TRANSFER,12.38,2,False,-1
127,99,29,TRANSFER,12.38,2,False,-1
128,99,1,TRANSFER,12.38,2,False,-1
129,99,3,TRANSFER,12.38,2,False,-1
130,99,4,TRANSFER,12.38,2,False,-1
131,99,90,TRANSFER,12.38,2,False,-1
132,99,60,TRANSFER,12.38,2,False,-1
133,99,71,TRANSFER,12.38,2,False,-1
134,99,50,TRANSFER,12.38,2,False,-1
135,99,94,TRANSFER,12.38,2,False,-1
136,99,52,TRANSFER,12.38,2,False,-1
137,99,31,TRANSFER,12.38,2,False,-1
138,99,64,TRANSFER,12.38,2,False,-1
139,99,86,TRANSFER,12.38,2,False,-1
140,99,76,TRANSFER,12.38,2,False,-1
141,99,87,TRANSFER,12.38,2,False,-1
142,99,98,TRANSFER,12.38,2,False,-1
143,50,99,TRANSFER,70.08,3,False,-1
144,50,55,TRANSFER,70.08,3,False,-1
145,50,34,TRANSFER,70.08,3,False,-1
146,50,47,TRANSFER,70.08,3,False,-1
147,50,6,TRANSFER,70.08,3,False,-1
148,50,73,TRANSFER,70.08,3,False,-1
149,50,98,TRANSFER,70.08,3,False,-1
150,50,87,TRANSFER,70.08,3,False,-1
151,86,99,TRANSFER,30.19,3,False,-1
152,86,77,TRANSFER,30.19,3,False,-1
153,86,78,TRANSFER,30.19,3,False,-1
154,86,23,TRANSFER,30.19,3,False,-1
155,86,58,TRANSFER,30.19,3,False,-1
156,86,37,TRANSFER,30.19,3,False,-1
157,86,70,TRANSFER,30.19,3,False,-1
158,86,81,TRANSFER,30.19,3,False,-1
159,86,71,TRANSFER,30.19,3,False,-1
160,86,97,TRANSFER,30.19,3,False,-1
161,86,42,TRANSFER,30.19,3,False,-1
162,86,98,TRANSFER,30.19,3,False,-1
163,18,88,TRANSFER,36.2,3,False,-1
164,18,40,TRANSFER,36.2,3,False,-1
165,18,74,TRANSFER,36.2,3,False,-1
166,18,85,TRANSFER,36.2,3,False,-1
167,18,75,TRANSFER,36.2,3,False,-1
168,80,99,TRANSFER,34.51,3,False,-1
169,80,45,TRANSFER,34.51,3,False,-1
170,80,89,TRANSFER,34.51,3,False,-1
171,80,14,TRANSFER,34.51,3,False,-1
172,80,15,TRANSFER,34.51,3,False,-1
173,80,48,TRANSFER,34.51,3,False,-1
174,80,49,TRANSFER,34.51,3,False,-1
175,80,7,TRANSFER,34.51,3,False,-1
176,80,19,TRANSFER,34.51,3,False,-1
177,80,50,TRANSFER,34.51,3,False,-1
178,80,98,TRANSFER,34.51,3,False,-1
179,14,59,TRANSFER,32.36,3,False,-1
180,14,37,TRANSFER,32.36,3,False,-1
181,14,28,TRANSFER,32.36,3,False,-1
182,14,90,TRANSFER,32.36,3,False,-1
183,14,41,TRANSFER,32.36,3,False,-1
184,13,33,TRANSFER,35.11,3,False,-1
185,13,81,TRANSFER,35.11,3,False,-1
186,13,93,TRANSFER,35.11,3,False,-1
187,13,84,TRANSFER,35.11,3,False,-1
188,13,30,TRANSFER,35.11,3,False,-1
189,21,0,TRANSFER,69.19,3,False,-1
190,21,27,TRANSFER,69.19,3,False,-1
191,21,81,TRANSFER,69.19,3,False,-1
192,21,95,TRANSFER,69.19,3,False,-1
193,21,97,TRANSFER,69.19,3,False,-1
194,83,99,TRANSFER,21.4,4,False,-1
195,83,22,TRANSFER,21.4,4,False,-1
196,83,39,TRANSFER,21.4,4,False,-1
197,83,90,TRANSFER,21.4,4,False,-1
198,83,91,TRANSFER,21.4,4,False,-1
199,83,71,TRANSFER,21.4,4,False,-1
200,83,72,TRANSFER,21.4,4,False,-1
201,83,95,TRANSFER,21.4,4,False,-1
202,83,52,TRANSFER,21.4,4,False,-1
203,83,86,TRANSFER,21.4,4,False,-1
204,83,53,TRANSFER,21.4,4,False,-1
205,83,76,TRANSFER,21.4,4,False,-1
206,83,21,TRANSFER,21.4,4,False,-1
207,14,59,TRANSFER,32.36,4,False,-1
208,14,37,TRANSFER,32.36,4,False,-1
209,14,28,TRANSFER,32.36,4,False,-1
210,14,90,TRANSFER,32.36,4,False,-1
211,14,41,TRANSFER,32.36,4,False,-1
212,42,66,TRANSFER,71.69,4,False,-1
213,42,44,TRANSFER,71.69,4,False,-1
214,42,12,TRANSFER,71.69,4,False,-1
215,42,4,TRANSFER,71.69,4,False,-1
216,42,17,TRANSFER,71.69,4,False,-1
217,42,92,TRANSFER,71.69,4,False,-1
218,42,94,TRANSFER,71.69,4,False,-1
219,42,96,TRANSFER,71.69,4,False,-1
220,92,78,TRANSFER,17.06,4,False,-1
221,92,89,TRANSFER,17.06,4,False,-1
222,92,23,TRANSFER,17.06,4,False,-1
223,92,57,TRANSFER,17.06,4,False,-1
224,92,69,TRANSFER,17.06,4,False,-1
225,92,36,TRANSFER,17.06,4,False,-1
226,92,16,TRANSFER,17.06,4,False,-1
227,92,28,TRANSFER,17.06,4,False,-1
228,92,4,TRANSFER,17.06,4,False,-1
229,92,82,TRANSFER,17.06,4,False,-1
230,92,93,TRANSFER,17.06,4,False,-1
231,92,83,TRANSFER,17.06,4,False,-1
232,92,94,TRANSFER,17.06,4,False,-1
233,92,74,TRANSFER,17.06,4,False,-1
234,92,97,TRANSFER,17.06,4,False,-1
235,92,42,TRANSFER,17.06,4,False,-1
236,92,43,TRANSFER,17.06,4,False,-1
237,75,11,TRANSFER,9.9,4,False,-1
238,75,1,TRANSFER,9.9,4,False,-1
239,75,89,TRANSFER,9.9,4,False,-1
240,75,2,TRANSFER,9.9,4,False,-1
241,75,80,TRANSFER,9.9,4,False,-1
242,75,81,TRANSFER,9.9,4,False,-1
243,75,94,TRANSFER,9.9,4,False,-1
244,75,41,TRANSFER,9.9,4,False,-1
245,75,63,TRANSFER,9.9,4,False,-1
246,75,97,TRANSFER,9.9,4,False,-1
247,75,21,TRANSFER,9.9,4,False,-1
248,96,33,TRANSFER,17.93,4,False,-1
249,96,44,TRANSFER,17.93,4,False,-1
250,96,77,TRANSFER,17.93,4,False,-1
251,96,55,TRANSFER,17.93,4,False,-1
252,96,67,TRANSFER,17.93,4,False,-1
253,96,78,TRANSFER,17.93,4,False,-1
254,96,13,TRANSFER,17.93,4,False,-1
255,96,59,TRANSFER,17.93,4,False,-1
256,96,16,TRANSFER,17.93,4,False,-1
257,96,90,TRANSFER,17.93,4,False,-1
258,96,80,TRANSFER,17.93,4,False,-1
259,96,71,TRANSFER,17.93,4,False,-1
260,96,72,TRANSFER,17.93,4,False,-1
261,96,94,TRANSFER,17.93,4,False,-1
262,96,84,TRANSFER,17.93,4,False,-1
263,96,63,TRANSFER,17.93,4,False,-1
264,96,97,TRANSFER,17.93,4,False,-1
265,96,32,TRANSFER,17.93,4,False,-1
266,96,65,TRANSFER,17.93,4,False,-1
267,96,43,TRANSFER,17.93,4,False,-1
268,45,72,TRANSFER,82.01,4,False,-1
269,45,51,TRANSFER,82.01,4,False,-1
270,45,41,TRANSFER,82.01,4,False,-1
271,45,74,TRANSFER,82.01,4,False,-1
272,45,97,TRANSFER,82.01,4,False,-1
273,45,75,TRANSFER,82.01,4,False,-1
274,45,98,TRANSFER,82.01,4,False,-1
275,87,77,TRANSFER,33.62,4,False,-1
276,87,89,TRANSFER,33.62,4,False,-1
277,87,69,TRANSFER,33.62,4,False,-1
278,87,58,TRANSFER,33.62,4,False,-1
279,87,38,TRANSFER,33.62,4,False,-1
280,87,72,TRANSFER,33.62,4,False,-1
281,87,84,TRANSFER,33.62,4,False,-1
282,87,95,TRANSFER,33.62,4,False,-1
283,87,75,TRANSFER,33.62,4,False,-1
284,87,53,TRANSFER,33.62,4,False,-1
285,87,87,TRANSFER,33.62,4,False,-1
286,63,99,TRANSFER,20.04,4,False,-1
287,63,34,TRANSFER,20.04,4,False,-1
288,63,67,TRANSFER,20.04,4,False,-1
289,63,35,TRANSFER,20.04,4,False,-1
290,63,25,TRANSFER,20.04,4,False,-1
291,63,26,TRANSFER,20.04,4,False,-1
292,63,83,TRANSFER,20.04,4,False,-1
293,63,97,TRANSFER,20.04,4,False,-1
294,39,90,TRANSFER,47.66,4,False,-1
295,39,81,TRANSFER,47.66,4,False,-1
296,39,82,TRANSFER,47.66,4,False,-1
297,39,74,TRANSFER,47.66,4,False,-1
298,39,20,TRANSFER,47.66,4,False,-1
299,39,98,TRANSFER,47.66,4,False,-1
300,39,43,TRANSFER,47.66,4,False,-1
301,5,2,TRANSFER,46.83,4,False,-1
302,5,91,TRANSFER,46.83,4,False,-1
303,5,54,TRANSFER,46.83,4,False,-1
304,55,66,TRANSFER,83.79,4,False,-1
305,55,99,TRANSFER,83.79,4,False,-1
306,55,67,TRANSFER,83.79,4,False,-1
307,55,49,TRANSFER,83.79,4,False,-1
308,55,90,TRANSFER,83.79,4,False,-1
309,55,97,TRANSFER,83.79,4,False,-1
310,55,53,TRANSFER,83.79,4,False,-1
311,19,47,TRANSFER,38.04,4,False,-1
312,19,90,TRANSFER,38.04,4,False,-1
313,19,7,TRANSFER,38.04,4,False,-1
314,19,52,TRANSFER,38.04,4,False,-1
315,19,85,TRANSFER,38.04,4,False,-1
316,42,66,TRANSFER,71.69,5,False,-1
317,42,44,TRANSFER,71.69,5,False,-1
318,42,12,TRANSFER,71.69,5,False,-1
319,42,4,TRANSFER,71.69,5,False,-1
320,42,17,TRANSFER,71.69,5,False,-1
321,42,92,TRANSFER,71.69,5,False,-1
322,42,94,TRANSFER,71.69,5,False,-1
323,42,96,TRANSFER,71.69,5,False,-1
324,49,44,TRANSFER,74.18,5,False,-1
325,49,78,TRANSFER,74.18,5,False,-1
326,49,69,TRANSFER,74.18,5,False,-1
327,49,25,TRANSFER,74.18,5,False,-1
328,49,17,TRANSFER,74.18,5,False,-1
329,49,61,TRANSFER,74.18,5,False,-1
330,49,96,TRANSFER,74.18,5,False,-1
331,49,65,TRANSFER,74.18,5,False,-1
332,91,99,TRANSFER,21.06,5,False,-1
333,91,45,TRANSFER,21.06,5,False,-1
334,91,56,TRANSFER,21.06,5,False,-1
335,91,89,TRANSFER,21.06,5,False,-1
336,91,46,TRANSFER,21.06,5,False,-1
337,91,69,TRANSFER,21.06,5,False,-1
338,91,19,TRANSFER,21.06,5,False,-1
339,91,91,TRANSFER,21.06,5,False,-1
340,91,61,TRANSFER,21.06,5,False,-1
341,91,73,TRANSFER,21.06,5,False,-1
342,91,62,TRANSFER,21.06,5,False,-1
343,91,30,TRANSFER,21.06,5,False,-1
344,91,64,TRANSFER,21.06,5,False,-1
345,91,97,TRANSFER,21.06,5,False,-1
346,91,76,TRANSFER,21.06,5,False,-1
347,96,33,TRANSFER,17.93,5,False,-1
348,96,44,TRANSFER,17.93,5,False,-1
349,96,77,TRANSFER,17.93,5,False,-1
350,96,55,TRANSFER,17.93,5,False,-1
351,96,67,TRANSFER,17.93,5,False,-1
352,96,78,TRANSFER,17.93,5,False,-1
353,96,13,TRANSFER,17.93,5,False,-1
354,96,59,TRANSFER,17.93,5,False,-1
355,96,16,TRANSFER,17.93,5,False,-1
356,96,90,TRANSFER,17.93,5,False,-1
357,96,80,TRANSFER,17.93,5,False,-1
358,96,71,TRANSFER,17.93,5,False,-1
359,96,72,TRANSFER,17.93,5,False,-1
360,96,94,TRANSFER,17.93,5,False,-1
361,96,84,TRANSFER,17.93,5,False,-1
362,96,63,TRANSFER,17.93,5,False,-1
363,96,97,TRANSFER,17.93,5,False,-1
364,96,32,TRANSFER,17.93,5,False,-1
365,96,65,TRANSFER,17.93,5,False,-1
366,96,43,TRANSFER,17.93,5,False,-1
367,2,77,TRANSFER,47.35,5,False,-1
368,2,86,TRANSFER,47.35,5,False,-1
369,2,98,TRANSFER,47.35,5,False,-1
370,72,99,TRANSFER,17.92,5,False,-1
371,72,88,TRANSFER,17.92,5,False,-1
372,72,82,TRANSFER,17.92,5,False,-1
373,72,60,TRANSFER,17.92,5,False,-1
374,72,62,TRANSFER,17.92,5,False,-1
375,72,95,TRANSFER,17.92,5,False,-1
376,72,96,TRANSFER,17.92,5,False,-1
377,72,52,TRANSFER,17.92,5,False,-1
378,72,85,TRANSFER,17.92,5,False,-1
379,40,56,TRANSFER,57.17,5,False,-1
380,40,79,TRANSFER,57.17,5,False,-1
381,40,15,TRANSFER,57.17,5,False,-1
382,40,71,TRANSFER,57.17,5,False,-1
383,40,74,TRANSFER,57.17,5,False,-1
384,40,75,TRANSFER,57.17,5,False,-1
385,40,21,TRANSFER,57.17,5,False,-1
386,52,88,TRANSFER,52.01,5,False,-1
387,52,13,TRANSFER,52.01,5,False,-1
388,52,92,TRANSFER,52.01,5,False,-1
389,52,73,TRANSFER,52.01,5,False,-1
390,52,51,TRANSFER,52.01,5,False,-1
391,52,84,TRANSFER,52.01,5,False,-1
392,52,96,TRANSFER,52.01,5,False,-1
393,52,98,TRANSFER,52.01,5,False,-1
394,33,45,TRANSFER,60.16,5,False,-1
395,33,29,TRANSFER,60.16,5,False,-1
396,33,81,TRANSFER,60.16,5,False,-1
397,33,94,TRANSFER,60.16,5,False,-1
398,33,84,TRANSFER,60.16,5,False,-1
399,33,65,TRANSFER,60.16,5,False,-1
400,41,45,TRANSFER,71.24,5,False,-1
401,41,47,TRANSFER,71.24,5,False,-1
402,41,48,TRANSFER,71.24,5,False,-1
403,41,28,TRANSFER,71.24,5,False,-1
404,41,82,TRANSFER,71.24,5,False,-1
405,41,84,TRANSFER,71.24,5,False,-1
406,41,96,TRANSFER,71.24,5,False,-1
407,4,93,TRANSFER,50.37,5,False,-1
408,4,96,TRANSFER,50.37,5,False,-1
409,4,98,TRANSFER,50.37,5,False,-1
410,69,68,TRANSFER,14.33,5,False,-1
411,69,9,TRANSFER,14.33,5,False,-1
412,69,60,TRANSFER,14.33,5,False,-1
413,69,40,TRANSFER,14.33,5,False,-1
414,69,96,TRANSFER,14.33,5,False,-1
415,69,31,TRANSFER,14.33,5,False,-1
416,69,98,TRANSFER,14.33,5,False,-1
417,69,54,TRANSFER,14.33,5,False,-1
418,69,87,TRANSFER,14.33,5,False,-1
419,59,99,TRANSFER,56.61,5,False,-1
420,59,55,TRANSFER,56.61,5,False,-1
421,59,12,TRANSFER,56.61,5,False,-1
422,59,26,TRANSFER,56.61,5,False,-1
423,59,38,TRANSFER,56.61,5,False,-1
424,59,90,TRANSFER,56.61,5,False,-1
425,59,73,TRANSFER,56.61,5,False,-1
426,59,63,TRANSFER,56.61,5,False,-1
427,59,98,TRANSFER,56.61,5,False,-1
428,45,72,TRANSFER,82.01,5,False,-1
429,45,51,TRANSFER,82.01,5,False,-1
430,45,41,TRANSFER,82.01,5,False,-1
431,45,74,TRANSFER,82.01,5,False,-1
432,45,97,TRANSFER,82.01,5,False,-1
433,45,75,TRANSFER,82.01,5,False,-1
434,45,98,TRANSFER,82.01,5,False,-1
435,86,99,TRANSFER,30.19,5,False,-1
436,86,77,TRANSFER,30.19,5,False,-1
437,86,78,TRANSFER,30.19,5,False,-1
438,86,23,TRANSFER,30.19,5,False,-1
439,86,58,TRANSFER,30.19,5,False,-1
440,86,37,TRANSFER,30.19,5,False,-1
441,86,70,TRANSFER,30.19,5,False,-1
442,86,81,TRANSFER,30.19,5,False,-1
443,86,71,TRANSFER,30.19,5,False,-1
444,86,97,TRANSFER,30.19,5,False,-1
445,86,42,TRANSFER,30.19,5,False,-1
446,86,98,TRANSFER,30.19,5,False,-1
447,77,77,TRANSFER,18.76,5,False,-1
448,77,22,TRANSFER,18.76,5,False,-1
449,77,70,TRANSFER,18.76,5,False,-1
450,77,93,TRANSFER,18.76,5,False,-1
451,77,62,TRANSFER,18.76,5,False,-1
452,77,95,TRANSFER,18.76,5,False,-1
453,77,85,TRANSFER,18.76,5,False,-1
454,77,97,TRANSFER,18.76,5,False,-1
455,77,20,TRANSFER,18.76,5,False,-1
456,77,98,TRANSFER,18.76,5,False,-1
457,54,35,TRANSFER,62.69,5,False,-1
458,54,47,TRANSFER,62.69,5,False,-1
459,54,29,TRANSFER,62.69,5,False,-1
460,54,82,TRANSFER,62.69,5,False,-1
461,54,51,TRANSFER,62.69,5,False,-1
462,54,41,TRANSFER,62.69,5,False,-1
463,54,64,TRANSFER,62.69,5,False,-1
464,54,76,TRANSFER,62.69,5,False,-1
465,56,79,TRANSFER,52.72,6,False,-1
466,56,29,TRANSFER,52.72,6,False,-1
467,56,61,TRANSFER,52.72,6,False,-1
468,56,83,TRANSFER,52.72,6,False,-1
469,56,51,TRANSFER,52.72,6,False,-1
470,56,85,TRANSFER,52.72,6,False,-1
471,56,97,TRANSFER,52.72,6,False,-1
472,56,65,TRANSFER,52.72,6,False,-1
473,12,56,TRANSFER,25.63,6,False,-1
474,12,89,TRANSFER,25.63,6,False,-1
475,12,81,TRANSFER,25.63,6,False,-1
476,12,94,TRANSFER,25.63,6,False,-1
477,12,52,TRANSFER,25.63,6,False,-1
478,71,88,TRANSFER,11.86,6,False,-1
479,71,46,TRANSFER,11.86,6,False,-1
480,71,57,TRANSFER,11.86,6,False,-1
481,71,68,TRANSFER,11.86,6,False,-1
482,71,36,TRANSFER,11.86,6,False,-1
483,71,37,TRANSFER,11.86,6,False,-1
484,71,27,TRANSFER,11.86,6,False,-1
485,71,39,TRANSFER,11.86,6,False,-1
486,71,40,TRANSFER,11.86,6,False,-1
487,71,62,TRANSFER,11.86,6,False,-1
488,55,66,TRANSFER,83.79,6,False,-1
489,55,99,TRANSFER,83.79,6,False,-1
490,55,67,TRANSFER,83.79,6,False,-1
491,55,49,TRANSFER,83.79,6,False,-1
492,55,90,TRANSFER,83.79,6,False,-1
493,55,97,TRANSFER,83.79,6,False,-1
494,55,53,TRANSFER,83.79,6,False,-1
495,93,99,TRANSFER,22.13,6,False,-1
496,93,89,TRANSFER,22.13,6,False,-1
497,93,79,TRANSFER,22.13,6,False,-1
498,93,39,TRANSFER,22.13,6,False,-1
499,93,92,TRANSFER,22.13,6,False,-1
500,93,71,TRANSFER,22.13,6,False,-1
501,93,82,TRANSFER,22.13,6,False,-1
502,93,72,TRANSFER,22.13,6,False,-1
503,93,94,TRANSFER,22.13,6,False,-1
504,93,51,TRANSFER,22.13,6,False,-1
505,93,63,TRANSFER,22.13,6,False,-1
506,93,97,TRANSFER,22.13,6,False,-1
507,93,98,TRANSFER,22.13,6,False,-1
508,93,21,TRANSFER,22.13,6,False,-1
509,93,87,TRANSFER,22.13,6,False,-1
510,19,47,TRANSFER,38.04,6,False,-1
511,19,90,TRANSFER,38.04,6,False,-1
512,19,7,TRANSFER,38.04,6,False,-1
513,19,52,TRANSFER,38.04,6,False,-1
514,19,85,TRANSFER,38.04,6,False,-1
515,75,11,TRANSFER,9.9,6,False,-1
516,75,1,TRANSFER,9.9,6,False,-1
517,75,89,TRANSFER,9.9,6,False,-1
518,75,2,TRANSFER,9.9,6,False,-1
519,75,80,TRANSFER,9.9,6,False,-1
520,75,81,TRANSFER,9.9,6,False,-1
521,75,94,TRANSFER,9.9,6,False,-1
522,75,41,TRANSFER,9.9,6,False,-1
523,75,63,TRANSFER,9.9,6,False,-1
524,75,97,TRANSFER,9.9,6,False,-1
525,75,21,TRANSFER,9.9,6,False,-1
526,10,88,TRANSFER,38.16,6,False,-1
527,10,14,TRANSFER,38.16,6,False,-1
528,10,93,TRANSFER,38.16,6,False,-1
529,10,86,TRANSFER,38.16,6,False,-1
530,10,43,TRANSFER,38.16,6,False,-1
531,91,99,TRANSFER,21.06,6,False,-1
532,91,45,TRANSFER,21.06,6,False,-1
533,91,56,TRANSFER,21.06,6,False,-1
534,91,89,TRANSFER,21.06,6,False,-1
535,91,46,TRANSFER,21.06,6,False,-1
536,91,69,TRANSFER,21.06,6,False,-1
537,91,19,TRANSFER,21.06,6,False,-1
538,91,91,TRANSFER,21.06,6,False,-1
539,91,61,TRANSFER,21.06,6,False,-1
540,91,73,TRANSFER,21.06,6,False,-1
541,91,62,TRANSFER,21.06,6,False,-1
542,91,30,TRANSFER,21.06,6,False,-1
543,91,64,TRANSFER,21.06,6,False,-1
544,91,97,TRANSFER,21.06,6,False,-1
545,91,76,TRANSFER,21.06,6,False,-1
546,67,66,TRANSFER,13.84,7,False,-1
547,67,88,TRANSFER,13.84,7,False,-1
548,67,57,TRANSFER,13.84,7,False,-1
549,67,48,TRANSFER,13.84,7,False,-1
550,67,49,TRANSFER,13.84,7,False,-1
551,67,94,TRANSFER,13.84,7,False,-1
552,67,96,TRANSFER,13.84,7,False,-1
553,67,75,TRANSFER,13.84,7,False,-1
554,67,20,TRANSFER,13.84,7,False,-1
555,67,65,TRANSFER,13.84,7,False,-1
556,22,88,TRANSFER,75.95,7,False,-1
557,22,79,TRANSFER,75.95,7,False,-1
558,22,73,TRANSFER,75.95,7,False,-1
559,22,95,TRANSFER,75.95,7,False,-1
560,22,96,TRANSFER,75.95,7,False,-1
561,41,45,TRANSFER,71.24,7,False,-1
562,41,47,TRANSFER,71.24,7,False,-1
563,41,48,TRANSFER,71.24,7,False,-1
564,41,28,TRANSFER,71.24,7,False,-1
565,41,82,TRANSFER,71.24,7,False,-1
566,41,84,TRANSFER,71.24,7,False,-1
567,41,96,TRANSFER,71.24,7,False,-1
568,53,0,TRANSFER,51.55,7,False,-1
569,53,66,TRANSFER,51.55,7,False,-1
570,53,68,TRANSFER,51.55,7,False,-1
571,53,90,TRANSFER,51.55,7,False,-1
572,53,80,TRANSFER,51.55,7,False,-1
573,53,92,TRANSFER,51.55,7,False,-1
574,53,83,TRANSFER,51.55,7,False,-1
575,53,94,TRANSFER,51.55,7,False,-1
576,53,75,TRANSFER,51.55,7,False,-1
